source_element_key,blockface,side,capacity,area,subarea,category,time_limit_min,lat,lng
1229,10TH AVE BETWEEN E MADISON ST AND E SENECA ST,W,6,Pike-Pine,,Paid Parking,120,47.61196395,-122.31945954
1230,10TH AVE BETWEEN E MADISON ST AND E SENECA ST,E,3,Pike-Pine,,Paid Parking,120,47.6120071,-122.31924265
1233,10TH AVE BETWEEN E PIKE ST AND E PINE ST,W,6,Pike-Pine,,Paid Parking,120,47.61468219,-122.31955777
1234,10TH AVE BETWEEN E PIKE ST AND E PINE ST,E,16,Pike-Pine,,Paid Parking,120,47.614681,-122.31934691
69089,10TH AVE BETWEEN E SENECA ST AND E UNION ST,W,8,Pike-Pine,,Paid Parking,240,47.6125547,-122.31950293
69090,10TH AVE BETWEEN E SENECA ST AND E UNION ST,E,6,Pike-Pine,,Paid Parking,120,47.61255196,-122.31929557
69093,10TH AVE BETWEEN E UNION ST AND E PIKE ST,W,7,Pike-Pine,,Paid Parking,120,47.61351753,-122.31955025
69094,10TH AVE BETWEEN E UNION ST AND E PIKE ST,E,5,Pike-Pine,,Paid Parking,120,47.61349811,-122.31932705
24417,11TH AVE BETWEEN E HOWELL ST AND E DENNY WAY,W,28,Capitol Hill,South,Paid Parking,240,47.61813722,-122.31831508
69277,11TH AVE BETWEEN E MADISON ST AND E UNION ST,W,3,Pike-Pine,,Paid Parking,120,47.61259197,-122.31820872
69278,11TH AVE BETWEEN E MADISON ST AND E UNION ST,E,7,Pike-Pine,,Paid Parking,120,47.6126063,-122.31800476
24413,11TH AVE BETWEEN E OLIVE ST AND E HOWELL ST,W,29,Capitol Hill,South,Paid Parking,240,47.61696889,-122.31829651
24405,11TH AVE BETWEEN E PIKE ST AND E PINE ST,W,12,Pike-Pine,,Paid Parking,120,47.61468863,-122.31826395
24406,11TH AVE BETWEEN E PIKE ST AND E PINE ST,E,8,Pike-Pine,,Paid Parking,120,47.6146888,-122.31805311
24409,11TH AVE BETWEEN E PINE ST AND E OLIVE ST,W,23,Capitol Hill,South,Paid Parking,240,47.61587315,-122.31827889
24410,11TH AVE BETWEEN E PINE ST AND E OLIVE ST,E,5,Capitol Hill,South,Paid Parking,240,47.61586246,-122.31805976
69281,11TH AVE BETWEEN E UNION ST AND E PIKE ST,W,2,Pike-Pine,,Paid Parking,120,47.61350928,-122.31824513
69282,11TH AVE BETWEEN E UNION ST AND E PIKE ST,E,3,Pike-Pine,,Paid Parking,120,47.6135165,-122.31800603
24441,11TH AVE NE BETWEEN DEAD END 1 AND NE 41ST ST,W,5,University District,Edge,Paid Parking,240,47.65661606,-122.31677664
24442,11TH AVE NE BETWEEN DEAD END 1 AND NE 41ST ST,E,3,University District,Edge,Paid Parking,240,47.65659997,-122.31662703
69301,11TH AVE NE BETWEEN EASTLAKE AVE NE AND NE 42ND ST,W,4,University District,Edge,Paid Parking,240,47.65791624,-122.31674636
69302,11TH AVE NE BETWEEN EASTLAKE AVE NE AND NE 42ND ST,E,9,University District,Edge,Paid Parking,240,47.65791463,-122.31658407
24445,11TH AVE NE BETWEEN NE 42ND ST AND NE 43RD ST,W,21,University District,Edge,Paid Parking,240,47.65909598,-122.31672966
24446,11TH AVE NE BETWEEN NE 42ND ST AND NE 43RD ST,E,10,University District,Edge,Paid Parking,240,47.6590939,-122.3165552
69305,11TH AVE NE BETWEEN NE 45TH ST AND NE 47TH ST,W,17,University District,Edge,Paid Parking,240,47.66220585,-122.31659916
1433,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,W,15,University District,Edge,Paid Parking,240,47.66400789,-122.31642786
46729,12TH AVE BETWEEN E BARCLAY CT AND E JAMES CT,W,7,12th Avenue,,Paid Parking,120,47.6071051,-122.31688559
46730,12TH AVE BETWEEN E BARCLAY CT AND E JAMES CT,E,3,12th Avenue,,Paid Parking,120,47.60713644,-122.31667478
24553,12TH AVE BETWEEN E CHERRY ST AND E COLUMBIA ST,W,7,12th Avenue,,Paid Parking,120,47.60865499,-122.31688535
24554,12TH AVE BETWEEN E CHERRY ST AND E COLUMBIA ST,E,5,12th Avenue,,Paid Parking,120,47.60863312,-122.31667454
1577,12TH AVE BETWEEN E COLUMBIA ST AND E MARION ST,W,8,12th Avenue,,Paid Parking,120,47.6098122,-122.31688507
1578,12TH AVE BETWEEN E COLUMBIA ST AND E MARION ST,E,6,12th Avenue,,Paid Parking,120,47.60982856,-122.31667425
69437,12TH AVE BETWEEN E JAMES CT AND E CHERRY ST,W,3,12th Avenue,,Paid Parking,120,47.60770872,-122.3168854
46725,12TH AVE BETWEEN E JEFFERSON ST AND E BARCLAY CT,W,5,12th Avenue,,Paid Parking,120,47.60654082,-122.31688577
46726,12TH AVE BETWEEN E JEFFERSON ST AND E BARCLAY CT,E,1,12th Avenue,,Paid Parking,120,47.60653807,-122.31667498
69445,12TH AVE BETWEEN E MADISON ST AND E PIKE ST,W,6,Pike-Pine,,Paid Parking,120,47.61351462,-122.31698919
69446,12TH AVE BETWEEN E MADISON ST AND E PIKE ST,E,10,Pike-Pine,,Paid Parking,120,47.61351144,-122.31671684
24557,12TH AVE BETWEEN E MARION ST AND E SPRING ST,W,11,12th Avenue,,Paid Parking,120,47.61099118,-122.31692101
24558,12TH AVE BETWEEN E MARION ST AND E SPRING ST,E,5,12th Avenue,,Paid Parking,120,47.61099386,-122.31666155
24570,12TH AVE BETWEEN E PIKE ST AND E PINE ST,E,9,Pike-Pine,,Paid Parking,120,47.6146861,-122.31672341
1589,12TH AVE BETWEEN E PINE ST AND E OLIVE ST,W,10,Capitol Hill,South,Paid Parking,120,47.61587879,-122.31696537
1590,12TH AVE BETWEEN E PINE ST AND E OLIVE ST,E,9,Capitol Hill,South,Paid Parking,120,47.61586659,-122.31676244
69441,12TH AVE BETWEEN E SPRING ST AND E MADISON ST,W,3,12th Avenue,,Paid Parking,120,47.61219679,-122.31690313
69442,12TH AVE BETWEEN E SPRING ST AND E MADISON ST,E,4,12th Avenue,,Paid Parking,120,47.61222319,-122.31666702
24585,12TH AVE NE BETWEEN NE 41ST ST AND NE 42ND ST,W,17,University District,Core,Paid Parking,120,47.65760159,-122.31559203
46761,12TH AVE NE BETWEEN NE 42ND ST AND NE 43RD ST,W,15,University District,Core,Paid Parking,120,47.65908193,-122.31555312
1601,12TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,W,8,University District,Core,Paid Parking,120,47.66058075,-122.31554617
46765,12TH AVE NE BETWEEN NE 45TH ST AND NE 47TH ST,W,6,University District,Core,Paid Parking,120,47.66222556,-122.31547518
46766,12TH AVE NE BETWEEN NE 45TH ST AND NE 47TH ST,E,16,University District,Core,Paid Parking,120,47.66222563,-122.31525714
69489,12TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,W,21,University District,Core,Paid Parking,120,47.66401355,-122.31535216
1617,12TH AVE NE BETWEEN NE 64TH ST AND NE 65TH ST,W,6,Roosevelt,,Paid Parking,240,47.67537128,-122.31575129
69485,12TH AVE NE BETWEEN NE CAMPUS WB PY AND NE 41ST ST,W,6,University District,Core,Paid Parking,120,47.65655643,-122.31563166
46917,13TH AVE BETWEEN E MADISON ST AND E PIKE ST,W,4,Pike-Pine,,Paid Parking,120,47.61373142,-122.31562933
1821,13TH AVE BETWEEN E PIKE ST AND E PINE ST,W,9,Pike-Pine,,Paid Parking,120,47.6147267,-122.31559256
24833,14TH AVE BETWEEN E PIKE ST AND E PINE ST,W,8,Pike-Pine,,Paid Parking,120,47.61470687,-122.31432653
24834,14TH AVE BETWEEN E PIKE ST AND E PINE ST,E,9,Pike-Pine,,Paid Parking,120,47.61468753,-122.31416404
24829,14TH AVE BETWEEN E UNION ST AND E MADISON ST,W,2,Pike-Pine,,Paid Parking,120,47.61341953,-122.31431635
24830,14TH AVE BETWEEN E UNION ST AND E MADISON ST,E,5,Pike-Pine,,Paid Parking,120,47.6133792,-122.31412348
24865,14TH AVE NW BETWEEN NW 46TH ST AND NW BALLARD WAY,W,4,Ballard Blocks,,Paid Parking,120,47.66256564,-122.37374114
2053,15TH AVE BETWEEN E MADISON ST AND E PINE ST,W,6,Pike-Pine,,Paid Parking,120,47.61489193,-122.31286211
2054,15TH AVE BETWEEN E MADISON ST AND E PINE ST,E,14,Pike-Pine,,Paid Parking,120,47.61494753,-122.31269957
47201,15TH AVE E BETWEEN E DENNY WAY AND E JOHN SR ST,W,7,15th Avenue E,,Paid Parking,120,47.61909144,-122.31281349
47202,15TH AVE E BETWEEN E DENNY WAY AND E JOHN SR ST,E,7,15th Avenue E,,Paid Parking,120,47.61909022,-122.31265942
69929,15TH AVE E BETWEEN E HARRISON N ST AND E REPUBLICAN S ST,W,5,15th Avenue E,,Paid Parking,120,47.62259431,-122.31271763
69930,15TH AVE E BETWEEN E HARRISON N ST AND E REPUBLICAN S ST,E,7,15th Avenue E,,Paid Parking,120,47.6225935,-122.31255544
2065,15TH AVE E BETWEEN E REPUBLICAN N ST AND E MERCER S ST,W,9,15th Avenue E,,Paid Parking,120,47.62375584,-122.31270834
2066,15TH AVE E BETWEEN E REPUBLICAN N ST AND E MERCER S ST,E,9,15th Avenue E,,Paid Parking,120,47.6237546,-122.31254614
69925,15TH AVE E BETWEEN E THOMAS N ST AND E HARRISON S ST,W,4,15th Avenue E,,Paid Parking,120,47.62154038,-122.31273901
69926,15TH AVE E BETWEEN E THOMAS N ST AND E HARRISON S ST,E,3,15th Avenue E,,Paid Parking,120,47.62153796,-122.3125809
2061,15TH AVE E BETWEEN E THOMAS S ST AND E THOMAS N ST,W,2,15th Avenue E,,Paid Parking,120,47.6208199,-122.31277305
2062,15TH AVE E BETWEEN E THOMAS S ST AND E THOMAS N ST,E,1,15th Avenue E,,Paid Parking,30,47.62081535,-122.31261911
2085,15TH AVE NE BETWEEN NE 42ND ST AND NE 43RD ST,W,5,University District,Core,Paid Parking,120,47.65902135,-122.31210101
47225,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,W,6,University District,Core,Paid Parking,120,47.66050168,-122.31206204
25041,15TH AVE NE BETWEEN NE 45TH ST AND NE 47TH ST,W,8,University District,Edge,Paid Parking,240,47.66219251,-122.31206037
25042,15TH AVE NE BETWEEN NE 45TH ST AND NE 47TH ST,E,16,University District,Edge,Paid Parking,240,47.66219373,-122.3118412
2089,15TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,W,17,University District,Edge,Paid Parking,240,47.66398607,-122.31203276
2090,15TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,E,23,University District,Edge,Paid Parking,240,47.66397536,-122.31187465
47213,15TH AVE NE BETWEEN NE BOAT W ST AND NE PACIFIC ST,NW,9,University District,Core,Paid Parking,120,47.65233251,-122.31333738
70185,16TH AVE E BETWEEN E DENNY WAY AND E JOHN ST,W,5,15th Avenue E,,Paid Parking,120,47.61909629,-122.31147313
25201,16TH AVE E BETWEEN E JOHN ST AND E THOMAS ST,W,7,15th Avenue E,,Paid Parking,120,47.62008696,-122.31144321
70501,18TH AVE BETWEEN E JEFFERSON ST AND E CHERRY ST,W,15,Cherry Hill,,Paid Parking,120,47.60711882,-122.30901722
1025,1ST AVE BETWEEN BATTERY ST AND WALL ST,SW,6,Belltown,North,Paid Parking,240,47.61437332,-122.34838555
1026,1ST AVE BETWEEN BATTERY ST AND WALL ST,NE,8,Belltown,North,Paid Parking,240,47.61449094,-122.34823341
24041,1ST AVE BETWEEN BELL ST AND BATTERY ST,SW,8,Belltown,North,Paid Parking,240,47.61370956,-122.34725736
24042,1ST AVE BETWEEN BELL ST AND BATTERY ST,NE,5,Belltown,North,Paid Parking,240,47.61382902,-122.34710829
24037,1ST AVE BETWEEN BLANCHARD ST AND BELL ST,SW,13,Belltown,South,Paid Parking,120,47.61293701,-122.34595688
24038,1ST AVE BETWEEN BLANCHARD ST AND BELL ST,NE,12,Belltown,South,Paid Parking,120,47.61306442,-122.34580282
1034,1ST AVE BETWEEN BROAD ST AND EAGLE ST,NE,7,Belltown,North,Paid Parking,240,47.61738742,-122.3531291
68921,1ST AVE BETWEEN CEDAR ST AND CLAY ST,SW,5,Belltown,North,Paid Parking,240,47.61603137,-122.35118314
68922,1ST AVE BETWEEN CEDAR ST AND CLAY ST,NE,5,Belltown,North,Paid Parking,240,47.61615106,-122.35102833
1001,1ST AVE BETWEEN CHERRY ST AND COLUMBIA ST,SW,3,Pioneer Square,Core,Paid Parking,120,47.6028728,-122.33469356
1002,1ST AVE BETWEEN CHERRY ST AND COLUMBIA ST,NE,8,Pioneer Square,Core,Paid Parking,120,47.60294861,-122.33451266
1029,1ST AVE BETWEEN CLAY ST AND BROAD ST,SW,7,Belltown,North,Paid Parking,240,47.61658464,-122.35213217
1030,1ST AVE BETWEEN CLAY ST AND BROAD ST,NE,6,Belltown,North,Paid Parking,240,47.61671091,-122.35196383
1005,1ST AVE BETWEEN COLUMBIA ST AND MARION ST,SW,3,Commercial Core,Waterfront,Paid Parking,120,47.60359724,-122.33535867
1006,1ST AVE BETWEEN COLUMBIA ST AND MARION ST,NE,6,Commercial Core,Waterfront,Paid Parking,120,47.60367439,-122.33514326
1021,1ST AVE BETWEEN LENORA ST AND BLANCHARD ST,SW,9,Belltown,South,Paid Parking,120,47.61217553,-122.34466292
1022,1ST AVE BETWEEN LENORA ST AND BLANCHARD ST,NE,9,Belltown,South,Paid Parking,120,47.61229498,-122.34451388
1009,1ST AVE BETWEEN MADISON ST AND SPRING ST,SW,5,Commercial Core,Waterfront,Paid Parking,30,47.60501765,-122.3366575
46250,1ST AVE BETWEEN PIKE ST AND PINE ST,NE,7,Commercial Core,Retail,Paid Parking,120,47.60935161,-122.3403749
68914,1ST AVE BETWEEN PINE ST AND STEWART ST,NE,3,Commercial Core,Retail,Paid Parking,120,47.61008545,-122.34104628
1013,1ST AVE BETWEEN SENECA ST AND UNIVERSITY ST,SW,4,Commercial Core,Retail,Paid Parking,120,47.60642352,-122.33798252
1014,1ST AVE BETWEEN SENECA ST AND UNIVERSITY ST,NE,10,Commercial Core,Retail,Paid Parking,120,47.60651938,-122.33778421
24033,1ST AVE BETWEEN SPRING ST AND SENECA ST,SW,6,Commercial Core,Waterfront,Paid Parking,120,47.60570774,-122.3372891
24034,1ST AVE BETWEEN SPRING ST AND SENECA ST,NE,8,Commercial Core,Waterfront,Paid Parking,120,47.60580256,-122.33712798
1017,1ST AVE BETWEEN STEWART ST AND VIRGINIA ST,SW,10,Belltown,South,Paid Parking,120,47.61063188,-122.34203467
1018,1ST AVE BETWEEN STEWART ST AND VIRGINIA ST,NE,9,Belltown,South,Paid Parking,120,47.61073498,-122.34188878
46245,1ST AVE BETWEEN UNION ST AND PIKE ST,SW,5,Commercial Core,Retail,Paid Parking,120,47.60827428,-122.33963732
68909,1ST AVE BETWEEN UNIVERSITY ST AND UNION ST,SW,8,Commercial Core,Retail,Paid Parking,120,47.60727586,-122.3387575
68910,1ST AVE BETWEEN UNIVERSITY ST AND UNION ST,NE,7,Commercial Core,Retail,Paid Parking,120,47.6073621,-122.33855515
68917,1ST AVE BETWEEN VINE ST AND CEDAR ST,SW,9,Belltown,North,Paid Parking,240,47.61547721,-122.35024612
68918,1ST AVE BETWEEN VINE ST AND CEDAR ST,NE,3,Belltown,North,Paid Parking,240,47.61559302,-122.35009091
46253,1ST AVE BETWEEN VIRGINIA ST AND LENORA ST,SW,7,Belltown,South,Paid Parking,120,47.61141083,-122.3433515
46254,1ST AVE BETWEEN VIRGINIA ST AND LENORA ST,NE,8,Belltown,South,Paid Parking,120,47.61152842,-122.34319932
24046,1ST AVE BETWEEN WALL ST AND VINE ST,NE,6,Belltown,North,Paid Parking,240,47.61504371,-122.34916205
24050,1ST AVE BETWEEN WARREN PL AND BAY ST,NE,7,Belltown,North,Paid Parking,240,47.61823252,-122.35456852
68905,1ST AVE BETWEEN YESLER WAY AND CHERRY ST,W,6,Pioneer Square,Core,Paid Parking,120,47.60214111,-122.33428227
68906,1ST AVE BETWEEN YESLER WAY AND CHERRY ST,E,10,Pioneer Square,Core,Paid Parking,120,47.60217871,-122.33407134
24058,1ST AVE N BETWEEN DENNY WAY AND JOHN ST,E,5,Uptown,,Paid Parking,240,47.61918751,-122.35536309
1041,1ST AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,W,7,Uptown,,Paid Parking,240,47.62268904,-122.35550455
46258,1ST AVE N BETWEEN JOHN ST AND THOMAS ST,E,7,Uptown,,Paid Parking,240,47.6203434,-122.35535352
68929,1ST AVE N BETWEEN MERCER ST AND ROY ST,W,5,Uptown,,Paid Parking,120,47.62502233,-122.35546524
1045,1ST AVE N BETWEEN REPUBLICAN ST AND MERCER ST,W,9,Uptown,,Paid Parking,240,47.62391565,-122.35549857
1046,1ST AVE N BETWEEN REPUBLICAN ST AND MERCER ST,E,10,Uptown,,Paid Parking,120,47.62391223,-122.35531611
1037,1ST AVE N BETWEEN THOMAS ST AND HARRISON ST,W,12,Uptown,,Paid Parking,240,47.62151977,-122.35551415
1089,1ST AVE NE BETWEEN WOODLAWN S AVE NE AND EAST GREEN LAKE WAY N,W,4,Green Lake,,Paid Parking,120,47.67791251,-122.32836604
1090,1ST AVE NE BETWEEN WOODLAWN S AVE NE AND EAST GREEN LAKE WAY N,E,6,Green Lake,,Paid Parking,120,47.67790814,-122.32826069
69097,1ST AVE S BETWEEN S CHARLES ST AND S ROYAL BROUGHAM WAY,W,29,Pioneer Square,Edge,Paid Parking,120,47.59401654,-122.33435037
69098,1ST AVE S BETWEEN S CHARLES ST AND S ROYAL BROUGHAM WAY,E,18,Pioneer Square,Edge,Paid Parking,120,47.59407047,-122.33404633
1221,1ST AVE S BETWEEN S DEARBORN ST AND S CHARLES ST,W,8,Pioneer Square,Edge,Paid Parking,120,47.59605828,-122.33430865
1222,1ST AVE S BETWEEN S DEARBORN ST AND S CHARLES ST,E,5,Pioneer Square,Edge,Paid Parking,30,47.59609416,-122.33405747
69085,1ST AVE S BETWEEN S JACKSON ST AND S KING ST,W,9,Pioneer Square,Edge,Paid Parking,120,47.59874436,-122.33430723
69086,1ST AVE S BETWEEN S JACKSON ST AND S KING ST,E,5,Pioneer Square,Edge,Paid Parking,120,47.59873031,-122.3340681
46409,1ST AVE S BETWEEN S KING ST AND S DEARBORN ST,W,22,Pioneer Square,Edge,Paid Parking,120,47.59737065,-122.33432548
46410,1ST AVE S BETWEEN S KING ST AND S DEARBORN ST,E,17,Pioneer Square,Edge,Paid Parking,120,47.5973651,-122.33405798
69081,1ST AVE S BETWEEN S MAIN ST AND S JACKSON ST,W,7,Pioneer Square,Core,Paid Parking,120,47.5996247,-122.33428782
69082,1ST AVE S BETWEEN S MAIN ST AND S JACKSON ST,E,10,Pioneer Square,Core,Paid Parking,120,47.59962434,-122.33407705
1217,1ST AVE S BETWEEN S WASHINGTON ST AND S MAIN ST,W,8,Pioneer Square,Core,Paid Parking,120,47.60047073,-122.33428859
1218,1ST AVE S BETWEEN S WASHINGTON ST AND S MAIN ST,E,9,Pioneer Square,Core,Paid Parking,120,47.60046351,-122.33407785
1213,1ST AVE S BETWEEN YESLER WAY AND S WASHINGTON ST,W,8,Pioneer Square,Core,Paid Parking,120,47.60129336,-122.33428548
1214,1ST AVE S BETWEEN YESLER WAY AND S WASHINGTON ST,E,10,Pioneer Square,Core,Paid Parking,120,47.60129576,-122.3340747
69133,1ST AVE W BETWEEN WESTERN AVE W AND W JOHN ST,W,2,Uptown,,Paid Parking,240,47.61944097,-122.35812857
69134,1ST AVE W BETWEEN WESTERN AVE W AND W JOHN ST,E,4,Uptown,,Paid Parking,240,47.61940488,-122.35798291
46457,1ST AVE W BETWEEN W HARRISON ST AND W REPUBLICAN ST,W,8,Uptown,,Paid Parking,240,47.62270309,-122.35809952
46458,1ST AVE W BETWEEN W HARRISON ST AND W REPUBLICAN ST,E,5,Uptown,,Paid Parking,240,47.62269437,-122.3579536
24265,1ST AVE W BETWEEN W JOHN ST AND W THOMAS ST,W,10,Uptown,,Paid Parking,240,47.62037124,-122.35812152
24266,1ST AVE W BETWEEN W JOHN ST AND W THOMAS ST,E,9,Uptown,,Paid Parking,240,47.6203598,-122.3579594
1281,1ST AVE W BETWEEN W MERCER ST AND W ROY ST,W,4,Uptown,,Paid Parking,240,47.62515306,-122.35809341
24269,1ST AVE W BETWEEN W REPUBLICAN ST AND W MERCER ST,W,11,Uptown,,Restricted Parking Zone,120,47.62392506,-122.3580849
24270,1ST AVE W BETWEEN W REPUBLICAN ST AND W MERCER ST,E,14,Uptown,,Paid Parking,120,47.62391915,-122.35793895
1277,1ST AVE W BETWEEN W THOMAS ST AND W HARRISON ST,W,9,Uptown,,Paid Parking,240,47.62153011,-122.35811282
1278,1ST AVE W BETWEEN W THOMAS ST AND W HARRISON ST,E,11,Uptown,,Paid Parking,240,47.6214913,-122.35796715
3081,20TH AVE NW BETWEEN NW MARKET ST AND NW 56TH ST,W,3,Ballard,Edge,Paid Parking,240,47.66906278,-122.38222168
3082,20TH AVE NW BETWEEN NW MARKET ST AND NW 56TH ST,E,4,Ballard,Edge,Paid Parking,240,47.66907198,-122.38203494
48213,20TH AVE NW BETWEEN RUSSELL AVE NW AND NW MARKET ST,W,5,Ballard,Edge,Paid Parking,240,47.66837114,-122.38223594
48214,20TH AVE NW BETWEEN RUSSELL AVE NW AND NW MARKET ST,E,7,Ballard,Edge,Paid Parking,240,47.66825896,-122.38202505
48449,22ND AVE NW BETWEEN BALLARD AVE NW AND NW MARKET ST,W,7,Ballard,Core,Paid Parking,120,47.66819351,-122.38486732
48450,22ND AVE NW BETWEEN BALLARD AVE NW AND NW MARKET ST,E,9,Ballard,Core,Paid Parking,120,47.66817441,-122.38462377
71289,22ND AVE NW BETWEEN NW 56TH ST AND NW 57TH ST,W,7,Ballard,Edge,Paid Parking,240,47.66983639,-122.38484406
71290,22ND AVE NW BETWEEN NW 56TH ST AND NW 57TH ST,E,4,Ballard,Edge,Paid Parking,240,47.66983638,-122.38463706
3345,22ND AVE NW BETWEEN NW 57TH ST AND NW 58TH ST,W,5,Ballard,Edge,Paid Parking,240,47.67054627,-122.3847959
3341,22ND AVE NW BETWEEN NW MARKET ST AND NW 56TH ST,W,4,Ballard,Core,Paid Parking,120,47.66908694,-122.38484953
3342,22ND AVE NW BETWEEN NW MARKET ST AND NW 56TH ST,E,4,Ballard,Core,Paid Parking,120,47.66908384,-122.38463849
3337,22ND AVE NW BETWEEN SHILSHOLE AVE NW AND BALLARD AVE NW,W,7,Ballard,Edge,Paid Parking,240,47.66717275,-122.38482847
3338,22ND AVE NW BETWEEN SHILSHOLE AVE NW AND BALLARD AVE NW,E,9,Ballard,Edge,Paid Parking,240,47.66711637,-122.38465823
26497,24TH AVE NW BETWEEN NW 57TH ST AND NW 58TH ST,W,6,Ballard,Edge,Paid Parking,240,47.67055033,-122.38770911
26498,24TH AVE NW BETWEEN NW 57TH ST AND NW 58TH ST,E,4,Ballard,Edge,Paid Parking,240,47.67055034,-122.38746558
26501,24TH AVE NW BETWEEN NW 58TH ST AND NW 59TH ST,W,6,Ballard,Edge,Paid Parking,240,47.67127936,-122.38770907
26502,24TH AVE NW BETWEEN NW 58TH ST AND NW 59TH ST,E,4,Ballard,Edge,Paid Parking,240,47.67127934,-122.38746554
48774,24TH AVE NW BETWEEN NW 59TH ST AND NW 60TH ST,E,5,Ballard,Edge,Paid Parking,240,47.67200823,-122.38746542
70753,2ND AVE BETWEEN BATTERY ST AND WALL ST,SW,6,Belltown,North,Paid Parking,240,47.61501419,-122.34746087
70754,2ND AVE BETWEEN BATTERY ST AND WALL ST,NE,4,Belltown,North,Paid Parking,240,47.61511789,-122.34731598
25713,2ND AVE BETWEEN BELL ST AND BATTERY ST,SW,10,Belltown,North,Paid Parking,240,47.61433067,-122.34632708
25714,2ND AVE BETWEEN BELL ST AND BATTERY ST,NE,10,Belltown,North,Paid Parking,240,47.61445148,-122.34618661
25709,2ND AVE BETWEEN BLANCHARD ST AND BELL ST,SW,2,Belltown,South,Paid Parking,120,47.61356031,-122.34502716
25710,2ND AVE BETWEEN BLANCHARD ST AND BELL ST,NE,7,Belltown,South,Paid Parking,120,47.61369828,-122.34489711
2789,2ND AVE BETWEEN BROAD ST AND 2ND WR AVE,SW,7,Belltown,North,Paid Parking,240,47.61785729,-122.35232441
2790,2ND AVE BETWEEN BROAD ST AND 2ND WR AVE,NE,5,Belltown,North,Paid Parking,240,47.61798731,-122.35215625
2786,2ND AVE BETWEEN CEDAR ST AND CLAY ST,NE,6,Belltown,North,Paid Parking,240,47.61679414,-122.35013825
70757,2ND AVE BETWEEN CLAY ST AND BROAD ST,SW,4,Belltown,North,Paid Parking,240,47.61722754,-122.35122851
70758,2ND AVE BETWEEN CLAY ST AND BROAD ST,NE,3,Belltown,North,Paid Parking,240,47.61735533,-122.3510874
47961,2ND AVE BETWEEN COLUMBIA ST AND MARION ST,SW,5,Commercial Core,Financial,Paid Parking,120,47.60404493,-122.33425777
47962,2ND AVE BETWEEN COLUMBIA ST AND MARION ST,NE,7,Commercial Core,Financial,Paid Parking,120,47.60412243,-122.33403791
70750,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,NE,9,Belltown,South,Paid Parking,120,47.61293327,-122.3436157
70734,2ND AVE BETWEEN MADISON ST AND SPRING ST,NE,6,Commercial Core,Financial,Paid Parking,120,47.60555459,-122.33534782
47969,2ND AVE BETWEEN PIKE ST AND PINE ST,SW,7,Commercial Core,Retail,Paid Parking,120,47.6097219,-122.33945111
70741,2ND AVE BETWEEN PINE ST AND STEWART ST,SW,2,Commercial Core,Retail,Paid Parking,120,47.61057612,-122.34023752
70742,2ND AVE BETWEEN PINE ST AND STEWART ST,NE,4,Commercial Core,Retail,Paid Parking,120,47.61064553,-122.34001021
70738,2ND AVE BETWEEN SENECA ST AND UNIVERSITY ST,NE,8,Commercial Core,Retail,Paid Parking,120,47.60697468,-122.33665653
25705,2ND AVE BETWEEN STEWART ST AND VIRGINIA ST,SW,14,Belltown,South,Paid Parking,120,47.61127593,-122.34118282
25706,2ND AVE BETWEEN STEWART ST AND VIRGINIA ST,NE,7,Belltown,South,Paid Parking,120,47.61140567,-122.34102039
25701,2ND AVE BETWEEN UNION ST AND PIKE ST,SW,3,Commercial Core,Retail,Paid Parking,120,47.60874134,-122.33855878
25702,2ND AVE BETWEEN UNION ST AND PIKE ST,NE,5,Commercial Core,Retail,Paid Parking,120,47.60881681,-122.33833227
25717,2ND AVE BETWEEN VINE ST AND CEDAR ST,SW,7,Belltown,North,Paid Parking,240,47.61613375,-122.34936046
25718,2ND AVE BETWEEN VINE ST AND CEDAR ST,NE,4,Belltown,North,Paid Parking,240,47.61624542,-122.34921056
70745,2ND AVE BETWEEN VIRGINIA ST AND LENORA ST,SW,3,Belltown,South,Paid Parking,120,47.61204799,-122.34247907
70746,2ND AVE BETWEEN VIRGINIA ST AND LENORA ST,NE,7,Belltown,South,Paid Parking,120,47.61217181,-122.34231893
2781,2ND AVE BETWEEN WALL ST AND VINE ST,SW,8,Belltown,North,Paid Parking,240,47.61558515,-122.3484389
2782,2ND AVE BETWEEN WALL ST AND VINE ST,NE,10,Belltown,North,Paid Parking,240,47.61569634,-122.34830052
70725,2ND AVE BETWEEN YESLER WAY AND JAMES ST,SW,3,Pioneer Square,Core,Paid Parking,120,47.60201883,-122.33241002
70762,2ND AVE N BETWEEN DENNY WAY AND JOHN ST,E,11,Uptown,,Paid Parking,240,47.61920357,-122.3526927
2797,2ND AVE N BETWEEN MERCER ST AND ROY ST,W,4,Uptown,,Paid Parking,240,47.62500671,-122.3529021
2798,2ND AVE N BETWEEN MERCER ST AND ROY ST,E,3,Uptown,,Paid Parking,240,47.62501129,-122.35266686
